user_id,general_interest,Age
14559,"fantasy, paranormal",68
15436,non-fiction,18
381,"comics, graphic",77
11827,young-adult,53
15435,non-fiction,94
16645,"comics, graphic",66
13670,poetry,35
10901,"comics, graphic",97
2372,fiction,94
18440,"comics, graphic",69
11821,children,25
20432,non-fiction,40
4434,"fantasy, paranormal",20
18036,non-fiction,29
13741,"history, historical fiction, biography",94
7857,"comics, graphic",93
17892,children,56
20359,poetry,31
4381,fiction,90
8457,non-fiction,73
20329,non-fiction,18
8615,fiction,89
17936,"comics, graphic",93
15275,"history, historical fiction, biography",81
8405,romance,88
16969,fiction,57
11176,poetry,66
11201,"comics, graphic",75
3358,"mystery, thriller, crime",59
8174,"mystery, thriller, crime",39
1860,"history, historical fiction, biography",24
6471,fiction,48
2307,"fantasy, paranormal",69
15281,"history, historical fiction, biography",82
14547,fiction,75
18916,"history, historical fiction, biography",95
17028,romance,72
16618,poetry,50
3372,young-adult,81
128,fiction,99
8611,non-fiction,26
11536,fiction,35
3369,romance,87
15284,poetry,91
16624,romance,86
20392,fiction,88
18069,"comics, graphic",98
18927,fiction,33
3062,poetry,51
11003,"history, historical fiction, biography",67
17090,young-adult,86
11760,fiction,35
6935,fiction,32
10886,"mystery, thriller, crime",51
17035,"comics, graphic",40
6427,non-fiction,51
8434,"fantasy, paranormal",55
8687,"mystery, thriller, crime",43
8686,fiction,86
14668,children,65
18156,children,65
19126,non-fiction,77
15288,non-fiction,84
6493,"mystery, thriller, crime",55
20336,"fantasy, paranormal",20
237,romance,80
13583,"fantasy, paranormal",69
19133,romance,80
19025,"history, historical fiction, biography",80
18760,non-fiction,64
4555,children,74
2822,romance,76
7240,poetry,51
14203,poetry,25
2311,non-fiction,53
17926,non-fiction,90
6491,"history, historical fiction, biography",71
314,non-fiction,93
18040,"history, historical fiction, biography",85
14224,"mystery, thriller, crime",45
13895,fiction,69
10665,"history, historical fiction, biography",21
11110,poetry,38
10669,"fantasy, paranormal",86
6321,"history, historical fiction, biography",39
14255,"comics, graphic",90
11710,"mystery, thriller, crime",60
7893,poetry,20
11901,children,37
16493,fiction,77
15144,"comics, graphic",93
8844,young-adult,51
20467,"comics, graphic",39
8503,young-adult,61
18969,"fantasy, paranormal",31
1697,non-fiction,59
16834,romance,60
18480,poetry,40
14596,"history, historical fiction, biography",36
8834,non-fiction,51
16509,"mystery, thriller, crime",45
20261,young-adult,77
6644,non-fiction,90
8833,"history, historical fiction, biography",56
10697,children,25
4748,poetry,61
18787,"fantasy, paranormal",98
18478,fiction,57
6319,children,46
10661,poetry,50
16777,"fantasy, paranormal",19
18957,romance,29
2097,poetry,39
11922,"comics, graphic",41
18490,young-adult,79
6689,"fantasy, paranormal",44
14731,children,85
2194,fiction,60
4538,"history, historical fiction, biography",75
10937,fiction,80
11563,"history, historical fiction, biography",89
11573,"fantasy, paranormal",72
15523,non-fiction,67
11129,non-fiction,94
3470,non-fiction,79
11917,children,92
16679,romance,22
18067,poetry,67
10651,romance,62
19069,"comics, graphic",58
15515,non-fiction,34
13373,"fantasy, paranormal",73
19312,romance,93
1938,children,83
6314,children,98
19310,non-fiction,65
13901,romance,64
16781,romance,37
4904,fiction,61
11093,"mystery, thriller, crime",55
8182,"mystery, thriller, crime",42
14004,young-adult,74
1945,romance,64
8196,poetry,18
2690,non-fiction,55
6880,children,21
8314,fiction,71
3437,children,67
11191,"mystery, thriller, crime",40
2051,romance,34
8479,romance,79
18912,"fantasy, paranormal",60
11728,"fantasy, paranormal",33
14182,romance,40
11623,poetry,99
13449,non-fiction,82
11847,"fantasy, paranormal",70
8322,"fantasy, paranormal",82
10737,"history, historical fiction, biography",49
11197,"mystery, thriller, crime",80
11845,"comics, graphic",22
11843,"history, historical fiction, biography",63
15458,"mystery, thriller, crime",40
8777,non-fiction,50
8776,non-fiction,41
18078,"history, historical fiction, biography",58
20294,non-fiction,44
4509,romance,39
8794,romance,83
2730,young-adult,22
6949,"fantasy, paranormal",25
13437,"history, historical fiction, biography",27
8303,romance,83
16520,non-fiction,74
18164,"history, historical fiction, biography",63
6358,non-fiction,61
6354,romance,24
6539,non-fiction,50
1724,young-adult,31
16999,children,57
7460,"history, historical fiction, biography",84
13439,young-adult,21
13733,young-adult,73
7030,children,50
1266,"history, historical fiction, biography",84
8469,children,24
12805,"history, historical fiction, biography",89
14917,"fantasy, paranormal",67
18834,"mystery, thriller, crime",57
2965,"fantasy, paranormal",63
17629,"history, historical fiction, biography",60
9582,young-adult,56
2969,non-fiction,26
3136,children,56
5910,romance,30
19692,"comics, graphic",21
18256,young-adult,85
9578,children,82
15059,"fantasy, paranormal",72
1951,romance,80
18248,young-adult,39
8428,young-adult,75
18832,romance,35
6565,poetry,66
15866,young-adult,35
19067,fiction,82
15183,"history, historical fiction, biography",49
1976,poetry,62
19643,poetry,44
6911,children,54
15858,romance,98
14900,"fantasy, paranormal",22
1245,poetry,96
12839,"comics, graphic",65
12813,"mystery, thriller, crime",94
1254,poetry,90
1664,young-adult,52
6572,non-fiction,89
1095,non-fiction,55
15080,fiction,81
6825,young-adult,42
5736,romance,97
18947,romance,73
18797,young-adult,99
14098,"history, historical fiction, biography",61
18047,non-fiction,65
1088,children,47
19781,"fantasy, paranormal",67
18814,children,79
9591,"mystery, thriller, crime",85
17541,fiction,54
3849,"history, historical fiction, biography",32
12665,children,51
18781,poetry,74
13851,non-fiction,89
5758,non-fiction,81
16918,non-fiction,71
1114,fiction,19
7945,"comics, graphic",69
6827,"history, historical fiction, biography",24
18167,"mystery, thriller, crime",34
2947,"fantasy, paranormal",40
8242,"history, historical fiction, biography",56
8003,romance,47
2292,"mystery, thriller, crime",44
19820,non-fiction,95
15202,"history, historical fiction, biography",30
2093,romance,64
3219,young-adult,25
6834,young-adult,97
16013,"comics, graphic",67
17514,"fantasy, paranormal",75
19810,"fantasy, paranormal",31
17515,poetry,93
18964,poetry,31
5709,poetry,45
16010,young-adult,65
7689,romance,31
9800,young-adult,57
12595,"mystery, thriller, crime",73
8279,non-fiction,88
2946,children,41
13844,"mystery, thriller, crime",87
15961,"comics, graphic",59
3078,non-fiction,88
12739,"history, historical fiction, biography",48
19729,poetry,34
8373,"history, historical fiction, biography",59
6703,"fantasy, paranormal",84
3272,poetry,41
19020,poetry,63
9625,children,97
15266,"comics, graphic",40
14204,non-fiction,53
7045,"history, historical fiction, biography",18
19032,"mystery, thriller, crime",34
13786,poetry,47
17604,children,92
2484,"mystery, thriller, crime",18
2343,young-adult,41
1995,"mystery, thriller, crime",60
6578,"fantasy, paranormal",71
17610,poetry,34
19036,fiction,79
13775,"comics, graphic",90
15904,"fantasy, paranormal",27
3803,non-fiction,76
3845,children,96
9651,"history, historical fiction, biography",33
17554,"mystery, thriller, crime",49
2045,"fantasy, paranormal",70
1129,"fantasy, paranormal",46
6628,fiction,93
18033,fiction,69
6619,romance,98
3212,"fantasy, paranormal",71
3811,romance,24
12713,romance,82
15931,"comics, graphic",55
8040,romance,97
18070,young-adult,20
2023,poetry,19
15029,"fantasy, paranormal",71
3071,non-fiction,84
3804,"history, historical fiction, biography",24
8366,fiction,99
18765,poetry,30
13812,non-fiction,67
2132,young-adult,47
2467,"comics, graphic",58
12854,poetry,64
13459,young-adult,53
17760,non-fiction,70
9140,"fantasy, paranormal",24
13139,fiction,37
14038,"history, historical fiction, biography",45
13144,"mystery, thriller, crime",32
19247,fiction,20
2440,"mystery, thriller, crime",54
15614,poetry,63
15448,"mystery, thriller, crime",60
13159,young-adult,48
19261,fiction,53
2375,young-adult,28
15131,fiction,58
15608,poetry,89
7803,poetry,90
19417,"fantasy, paranormal",20
3431,romance,22
6187,non-fiction,56
9062,poetry,52
2422,non-fiction,60
15461,fiction,53
8244,poetry,25
6859,fiction,18
19224,young-adult,63
2202,romance,53
13104,non-fiction,29
6111,"fantasy, paranormal",98
17729,"mystery, thriller, crime",81
9192,poetry,94
17736,non-fiction,90
13091,non-fiction,72
9188,"comics, graphic",67
2996,"mystery, thriller, crime",76
13096,poetry,38
6125,"fantasy, paranormal",59
13101,"history, historical fiction, biography",95
9171,romance,27
14136,poetry,30
19452,"history, historical fiction, biography",38
6135,fiction,27
2998,non-fiction,66
15634,fiction,36
13516,young-adult,74
15425,"fantasy, paranormal",50
19221,fiction,80
6143,poetry,29
6144,"history, historical fiction, biography",83
19222,young-adult,70
18688,non-fiction,84
6977,"history, historical fiction, biography",23
18836,romance,21
6313,fiction,43
19296,young-adult,25
13278,"fantasy, paranormal",96
1620,children,39
14977,romance,23
8941,non-fiction,49
13316,poetry,39
14020,"fantasy, paranormal",27
13378,children,72
8931,children,38
15511,fiction,24
13322,poetry,56
6247,romance,55
6279,"mystery, thriller, crime",47
18863,"history, historical fiction, biography",31
1643,"mystery, thriller, crime",91
13338,children,55
17838,young-adult,29
15533,"fantasy, paranormal",55
7837,"history, historical fiction, biography",75
19324,non-fiction,27
13359,romance,37
3473,romance,25
19349,poetry,46
3180,young-adult,18
6374,"mystery, thriller, crime",33
13428,"fantasy, paranormal",25
8783,young-adult,90
13218,"fantasy, paranormal",48
13231,"history, historical fiction, biography",24
1588,"comics, graphic",79
15471,fiction,95
9026,"history, historical fiction, biography",75
7821,young-adult,86
1594,non-fiction,68
15580,"history, historical fiction, biography",82
15478,fiction,70
6227,children,54
1611,romance,84
6948,poetry,77
13242,"history, historical fiction, biography",82
8821,young-adult,78
13255,"mystery, thriller, crime",55
1709,non-fiction,48
3523,fiction,23
3520,poetry,27
17851,"fantasy, paranormal",85
8988,non-fiction,49
3459,"history, historical fiction, biography",38
18094,"comics, graphic",67
9198,romance,43
17726,"history, historical fiction, biography",43
1888,romance,81
7018,fiction,61
9406,young-adult,50
6787,non-fiction,26
9405,"comics, graphic",46
9394,"fantasy, paranormal",18
14052,"history, historical fiction, biography",83
19116,young-adult,27
14131,"mystery, thriller, crime",86
17961,"fantasy, paranormal",45
5978,non-fiction,99
15333,"history, historical fiction, biography",53
8532,fiction,87
1354,non-fiction,18
19119,romance,72
12942,children,68
19583,children,96
5993,non-fiction,85
1884,"history, historical fiction, biography",69
6295,fiction,91
14230,"fantasy, paranormal",98
5998,romance,25
9364,"comics, graphic",84
1903,children,81
1328,young-adult,32
13530,young-adult,98
17984,poetry,59
12862,young-adult,70
8209,"mystery, thriller, crime",38
14921,poetry,39
3726,romance,71
18914,fiction,45
12872,poetry,50
13712,"history, historical fiction, biography",87
18245,non-fiction,89
19623,non-fiction,45
6792,fiction,88
9456,"comics, graphic",41
3102,"comics, graphic",41
18644,children,60
15319,"mystery, thriller, crime",56
9449,non-fiction,18
15321,"mystery, thriller, crime",49
15802,young-adult,86
1310,"comics, graphic",32
15799,"comics, graphic",82
2471,romance,98
1917,children,75
8530,children,41
9360,romance,98
8586,non-fiction,57
8589,young-adult,36
13971,romance,66
6058,"history, historical fiction, biography",25
6457,non-fiction,45
15378,"fantasy, paranormal",29
18098,"history, historical fiction, biography",78
1429,poetry,99
9277,non-fiction,82
13026,"fantasy, paranormal",86
3640,"fantasy, paranormal",22
1431,"fantasy, paranormal",54
15386,"fantasy, paranormal",65
8657,young-adult,64
17674,children,31
13569,"mystery, thriller, crime",84
9260,children,70
6930,"comics, graphic",62
14238,"mystery, thriller, crime",69
13051,"history, historical fiction, biography",80
19197,young-adult,96
15411,romance,28
6093,children,71
6095,"comics, graphic",75
17911,non-fiction,98
8639,"history, historical fiction, biography",94
1419,non-fiction,77
15714,"history, historical fiction, biography",81
6047,non-fiction,68
13632,"mystery, thriller, crime",87
18902,"comics, graphic",97
6776,"fantasy, paranormal",57
19143,non-fiction,42
12976,"mystery, thriller, crime",47
8609,non-fiction,42
14937,young-adult,34
15742,romance,71
18238,"history, historical fiction, biography",96
15734,"fantasy, paranormal",33
9334,"history, historical fiction, biography",94
7879,"fantasy, paranormal",90
18738,poetry,76
19550,poetry,37
7007,non-fiction,82
2988,"fantasy, paranormal",46
9309,young-adult,80
1840,"history, historical fiction, biography",98
6044,poetry,71
9306,fiction,37
14997,"mystery, thriller, crime",33
2787,young-adult,78
8000,young-adult,78
246,romance,31
12232,fiction,49
272,children,46
4879,romance,35
10980,"history, historical fiction, biography",67
4873,"fantasy, paranormal",71
20393,"mystery, thriller, crime",49
255,"history, historical fiction, biography",85
20407,poetry,42
10653,poetry,31
18374,"comics, graphic",67
10237,young-adult,47
12204,"history, historical fiction, biography",44
11010,young-adult,58
4853,"comics, graphic",90
20414,"mystery, thriller, crime",28
11651,young-adult,77
12235,fiction,25
16726,young-adult,99
12237,fiction,88
12241,non-fiction,20
20417,"mystery, thriller, crime",68
280,non-fiction,71
10961,romance,20
19964,non-fiction,51
20379,children,79
14447,"mystery, thriller, crime",23
10323,"history, historical fiction, biography",36
5348,poetry,41
11723,"history, historical fiction, biography",25
14786,"fantasy, paranormal",70
17066,young-adult,39
10315,"mystery, thriller, crime",83
5355,"history, historical fiction, biography",82
10310,children,36
7582,"mystery, thriller, crime",82
16267,fiction,46
11709,"comics, graphic",85
289,"comics, graphic",85
14792,children,92
7252,"mystery, thriller, crime",32
7404,"comics, graphic",20
10950,fiction,36
14696,children,93
5372,"fantasy, paranormal",74
20380,children,81
4083,romance,48
4487,"fantasy, paranormal",81
20418,fiction,44
20447,"mystery, thriller, crime",69
16760,young-adult,73
11620,poetry,34
4045,"mystery, thriller, crime",18
16176,romance,89
11074,"history, historical fiction, biography",30
7618,romance,35
5497,poetry,73
201,non-fiction,40
11605,"fantasy, paranormal",74
19973,"fantasy, paranormal",25
760,"comics, graphic",95
12316,"comics, graphic",52
5507,fiction,52
17393,poetry,62
20456,children,29
10119,fiction,54
7379,non-fiction,35
20461,poetry,42
19966,fiction,29
14592,young-adult,23
16759,"comics, graphic",73
4051,romance,41
11625,young-adult,75
11628,"history, historical fiction, biography",46
7134,"fantasy, paranormal",19
17018,poetry,50
4491,"mystery, thriller, crime",58
7130,young-adult,39
5442,children,24
12266,young-adult,68
5446,"mystery, thriller, crime",73
16731,fiction,91
16735,children,74
10193,"fantasy, paranormal",79
16221,"comics, graphic",36
20019,"mystery, thriller, crime",83
4826,romance,80
10185,"history, historical fiction, biography",33
2583,poetry,58
4505,"history, historical fiction, biography",61
12273,poetry,40
20009,"fantasy, paranormal",30
16200,"history, historical fiction, biography",88
20363,romance,49
12172,fiction,42
16657,romance,82
10536,romance,49
14511,"fantasy, paranormal",52
2875,poetry,56
534,"history, historical fiction, biography",77
7497,"history, historical fiction, biography",89
10555,children,52
2647,romance,19
17153,children,78
16414,"mystery, thriller, crime",92
5197,young-adult,18
16534,"fantasy, paranormal",91
5230,romance,40
16408,"mystery, thriller, crime",44
4339,non-fiction,63
10753,fiction,55
7447,"history, historical fiction, biography",92
17124,"fantasy, paranormal",41
10507,"history, historical fiction, biography",94
10787,children,35
17110,young-adult,28
376,romance,77
516,"history, historical fiction, biography",50
4241,young-adult,55
12551,young-adult,27
5082,fiction,57
17199,fiction,41
11915,young-adult,39
20245,"fantasy, paranormal",53
5107,poetry,91
10672,non-fiction,80
11923,young-adult,80
7207,young-adult,60
10635,"history, historical fiction, biography",63
7482,"history, historical fiction, biography",83
10686,"fantasy, paranormal",58
17214,"fantasy, paranormal",84
455,"mystery, thriller, crime",72
10623,poetry,23
443,"mystery, thriller, crime",98
2662,"comics, graphic",19
497,non-fiction,83
11962,"history, historical fiction, biography",44
17164,children,74
11871,non-fiction,89
10502,fiction,67
12039,"fantasy, paranormal",37
17069,"mystery, thriller, crime",80
17082,poetry,76
644,poetry,49
14769,non-fiction,65
651,"mystery, thriller, crime",38
20347,children,73
16617,young-adult,75
4156,young-adult,63
16327,"mystery, thriller, crime",36
667,"mystery, thriller, crime",26
330,fiction,66
18464,"fantasy, paranormal",59
20314,romance,64
10350,children,71
16639,fiction,40
16304,poetry,87
2726,children,22
18531,"history, historical fiction, biography",50
10903,"mystery, thriller, crime",44
2611,children,56
10905,non-fiction,62
20080,"history, historical fiction, biography",86
12118,non-fiction,53
342,poetry,87
16609,"fantasy, paranormal",77
10403,"fantasy, paranormal",34
367,poetry,56
7534,"mystery, thriller, crime",44
18360,"mystery, thriller, crime",48
4194,"history, historical fiction, biography",67
10473,romance,94
10470,"fantasy, paranormal",60
7539,fiction,96
7542,non-fiction,62
17265,young-adult,36
12063,children,99
7437,"comics, graphic",84
5260,"history, historical fiction, biography",68
589,poetry,35
10828,romance,18
7165,young-adult,36
593,non-fiction,36
5271,fiction,23
627,children,61
632,"fantasy, paranormal",26
19965,non-fiction,37
16474,romance,24
51,romance,97
12406,young-adult,75
143,young-adult,93
16984,"history, historical fiction, biography",74
10044,fiction,37
9891,non-fiction,50
18582,fiction,96
10007,"history, historical fiction, biography",85
11346,"comics, graphic",45
11321,young-adult,77
20521,"fantasy, paranormal",25
16068,"mystery, thriller, crime",65
885,"comics, graphic",75
17413,"history, historical fiction, biography",87
11466,non-fiction,75
11302,romance,63
12520,poetry,88
4632,poetry,49
11303,"fantasy, paranormal",28
20485,"mystery, thriller, crime",26
7333,children,44
11259,"comics, graphic",49
5663,"history, historical fiction, biography",81
16957,"mystery, thriller, crime",74
12455,"fantasy, paranormal",97
20482,fiction,45
11434,"mystery, thriller, crime",56
5656,"comics, graphic",70
16873,young-adult,69
11206,young-adult,37
9979,young-adult,27
16976,"mystery, thriller, crime",33
3967,"fantasy, paranormal",78
11519,non-fiction,32
11338,"fantasy, paranormal",61
3982,poetry,90
7286,non-fiction,39
2774,non-fiction,61
5658,non-fiction,25
11322,"comics, graphic",44
4539,poetry,23
4611,romance,25
4641,"history, historical fiction, biography",54
11188,young-adult,86
18584,"mystery, thriller, crime",39
9906,"history, historical fiction, biography",50
123,young-adult,72
10034,children,97
7338,romance,71
16911,children,85
19906,fiction,71
52,romance,24
10065,fiction,58
14653,romance,86
11365,young-adult,88
5675,romance,32
5535,romance,57
16862,fiction,73
9954,"comics, graphic",24
18591,young-adult,21
11366,young-adult,27
20529,non-fiction,49
18443,non-fiction,86
858,"fantasy, paranormal",90
12364,"history, historical fiction, biography",58
11422,children,67
7325,fiction,60
11583,"history, historical fiction, biography",37
12356,"mystery, thriller, crime",75
9992,romance,23
20556,"mystery, thriller, crime",99
14370,fiction,45
12548,children,75
11587,"mystery, thriller, crime",28
17488,"comics, graphic",46
5529,young-adult,42
14665,"history, historical fiction, biography",92
12360,romance,85
11491,non-fiction,46
16131,"history, historical fiction, biography",59
12536,romance,29
17424,romance,51
17477,"history, historical fiction, biography",54
9952,fiction,18
5666,non-fiction,90
66,"history, historical fiction, biography",87
870,"history, historical fiction, biography",83
4719,"history, historical fiction, biography",83
16785,non-fiction,72
4629,romance,79
11233,"mystery, thriller, crime",45
11240,"history, historical fiction, biography",63
10078,young-adult,66
864,non-fiction,85
11411,"history, historical fiction, biography",99
38,children,77
4628,children,32
14241,young-adult,98
14243,"history, historical fiction, biography",41
5014,"comics, graphic",78
20327,"comics, graphic",74
5008,young-adult,99
8712,young-adult,22
11300,"mystery, thriller, crime",46
11800,young-adult,99
2235,fiction,42
19205,"mystery, thriller, crime",82
14540,romance,81
2840,"fantasy, paranormal",33
6796,"mystery, thriller, crime",58
14654,"mystery, thriller, crime",79
6677,non-fiction,92
1809,children,37
15375,"fantasy, paranormal",54
4994,young-adult,67
10841,"comics, graphic",70
14058,children,34
15381,romance,74
14658,romance,49
343,romance,24
11780,poetry,44
4990,"mystery, thriller, crime",60
14993,young-adult,99
7867,non-fiction,92
3042,children,73
13593,"history, historical fiction, biography",72
19171,"fantasy, paranormal",33
10850,"comics, graphic",80
17087,"comics, graphic",23
11442,"comics, graphic",26
6853,"mystery, thriller, crime",80
10852,"fantasy, paranormal",32
17094,"comics, graphic",76
4996,young-adult,82
14992,poetry,56
14060,"fantasy, paranormal",44
17915,"comics, graphic",81
16588,children,20
16946,fiction,64
7233,"comics, graphic",72
17105,fiction,76
13556,fiction,96
6789,non-fiction,26
19195,"fantasy, paranormal",67
11284,children,90
13562,"fantasy, paranormal",67
10807,"fantasy, paranormal",57
3392,fiction,50
8673,"mystery, thriller, crime",40
10831,"comics, graphic",96
18841,children,47
19183,young-adult,55
19182,non-fiction,42
16576,"mystery, thriller, crime",72
2701,"mystery, thriller, crime",91
20325,children,76
13443,fiction,25
3453,poetry,38
13404,young-adult,47
13413,fiction,76
13427,non-fiction,53
8811,young-adult,71
17161,romance,33
4614,"fantasy, paranormal",74
20265,"mystery, thriller, crime",41
433,"history, historical fiction, biography",56
4326,"mystery, thriller, crime",37
11347,young-adult,29
17863,non-fiction,87
3028,"mystery, thriller, crime",21
14720,fiction,24
431,"mystery, thriller, crime",69
7461,"fantasy, paranormal",28
1727,"mystery, thriller, crime",39
11863,non-fiction,33
8793,"history, historical fiction, biography",51
18476,poetry,70
1708,children,68
10698,poetry,64
7846,children,77
4296,"fantasy, paranormal",70
468,"mystery, thriller, crime",26
13379,romance,51
18798,children,92
18799,"mystery, thriller, crime",78
8860,"comics, graphic",80
16490,"fantasy, paranormal",53
1689,"fantasy, paranormal",91
17849,"mystery, thriller, crime",85
438,romance,73
7467,"comics, graphic",82
6833,"fantasy, paranormal",41
13396,poetry,21
6332,romance,44
5096,fiction,54
3458,poetry,48
2282,poetry,54
5093,"comics, graphic",59
8790,young-adult,31
4639,poetry,83
6415,fiction,83
19263,"mystery, thriller, crime",97
10776,fiction,27
6943,"history, historical fiction, biography",79
19239,"mystery, thriller, crime",55
19238,poetry,78
4362,non-fiction,38
20310,"history, historical fiction, biography",32
11820,"mystery, thriller, crime",29
8730,fiction,27
11319,poetry,96
7228,non-fiction,74
4374,"fantasy, paranormal",76
6407,"mystery, thriller, crime",93
18728,"fantasy, paranormal",35
7863,"mystery, thriller, crime",73
14081,non-fiction,93
32,poetry,63
7301,young-adult,69
11311,non-fiction,46
11423,poetry,37
7226,"fantasy, paranormal",64
15439,romance,61
20343,young-adult,39
4337,romance,30
15469,young-adult,98
13446,"mystery, thriller, crime",38
1735,"fantasy, paranormal",59
4330,young-adult,39
6373,children,41
8780,fiction,77
16927,young-adult,98
8035,"comics, graphic",76
11842,non-fiction,34
15446,"history, historical fiction, biography",55
8037,children,43
20610,"mystery, thriller, crime",73
11331,non-fiction,94
18471,fiction,19
1737,non-fiction,66
7302,poetry,44
10762,fiction,67
4345,young-adult,53
8626,fiction,38
3349,"fantasy, paranormal",96
17940,young-adult,60
6614,"history, historical fiction, biography",30
13937,"comics, graphic",99
15245,poetry,49
11028,poetry,80
4752,"history, historical fiction, biography",97
6611,"mystery, thriller, crime",43
7352,"fantasy, paranormal",78
11645,poetry,95
2748,non-fiction,21
20496,romance,60
17012,"comics, graphic",43
4527,young-adult,88
7386,"mystery, thriller, crime",95
222,non-fiction,29
17007,non-fiction,66
8227,"history, historical fiction, biography",62
16749,"history, historical fiction, biography",86
2323,non-fiction,70
7937,children,56
18933,"comics, graphic",90
7940,"history, historical fiction, biography",24
18173,poetry,80
14195,children,29
2138,"mystery, thriller, crime",43
6602,fiction,40
4862,"history, historical fiction, biography",66
8180,"mystery, thriller, crime",61
4477,young-adult,90
4858,poetry,69
11209,romance,24
15161,"fantasy, paranormal",22
11009,children,68
8185,non-fiction,44
14200,"mystery, thriller, crime",62
18784,poetry,71
18763,"mystery, thriller, crime",53
11657,"mystery, thriller, crime",47
11016,non-fiction,41
2006,poetry,52
16816,"fantasy, paranormal",43
8380,young-adult,22
118,"fantasy, paranormal",22
16811,"history, historical fiction, biography",73
13807,poetry,32
4500,poetry,98
16752,"fantasy, paranormal",45
15276,romance,89
6664,young-adult,89
162,"mystery, thriller, crime",68
13861,non-fiction,48
8300,non-fiction,51
7272,"history, historical fiction, biography",91
13876,fiction,85
2091,"comics, graphic",80
15219,poetry,60
2065,non-fiction,51
13880,"fantasy, paranormal",34
8291,children,88
11040,"mystery, thriller, crime",60
11086,non-fiction,92
6873,"mystery, thriller, crime",77
18973,romance,25
8283,romance,23
11117,"history, historical fiction, biography",66
18162,romance,99
7949,romance,53
14184,non-fiction,48
11590,"fantasy, paranormal",84
11076,romance,21
2053,romance,32
203,"mystery, thriller, crime",23
7947,children,73
20494,poetry,54
3254,young-adult,91
2103,romance,46
11152,young-adult,64
8329,"mystery, thriller, crime",86
15231,fiction,70
4773,young-adult,85
7381,non-fiction,19
18161,children,48
13849,poetry,97
20479,"history, historical fiction, biography",73
15047,young-adult,39
3240,"history, historical fiction, biography",44
4507,poetry,59
18045,"mystery, thriller, crime",64
4810,fiction,81
11558,young-adult,57
20443,"history, historical fiction, biography",34
18052,romance,26
20408,poetry,41
10998,"mystery, thriller, crime",45
4410,"mystery, thriller, crime",74
321,young-adult,35
1881,young-adult,46
7418,poetry,81
18452,fiction,37
16638,"history, historical fiction, biography",18
7982,"fantasy, paranormal",63
17075,young-adult,91
14226,poetry,30
8561,"history, historical fiction, biography",20
67,"mystery, thriller, crime",76
10888,"mystery, thriller, crime",76
4573,non-fiction,22
10894,romance,38
2834,non-fiction,30
317,romance,20
18090,"mystery, thriller, crime",32
13685,non-fiction,49
20553,"fantasy, paranormal",69
76,children,28
18788,children,46
6756,non-fiction,47
4426,non-fiction,84
13894,young-adult,52
13650,non-fiction,32
17079,young-adult,44
7292,young-adult,95
16620,fiction,53
4975,children,29
14551,"mystery, thriller, crime",62
4412,"fantasy, paranormal",96
16626,"fantasy, paranormal",69
8606,"comics, graphic",39
4691,"history, historical fiction, biography",42
4413,non-fiction,97
6770,fiction,39
4415,young-adult,40
11767,fiction,59
4417,"mystery, thriller, crime",25
4418,romance,62
8097,"mystery, thriller, crime",33
3356,fiction,32
19134,"mystery, thriller, crime",55
20351,"comics, graphic",44
11754,"history, historical fiction, biography",67
13694,young-adult,27
16663,non-fiction,40
20403,"comics, graphic",86
18423,young-adult,53
18181,"history, historical fiction, biography",94
4886,children,59
8455,fiction,18
13749,poetry,34
1961,poetry,41
13751,young-adult,19
2162,"history, historical fiction, biography",21
2346,"comics, graphic",50
2345,"history, historical fiction, biography",77
2344,fiction,34
6752,poetry,40
20383,"comics, graphic",20
11215,"comics, graphic",25
13768,fiction,64
2155,"fantasy, paranormal",36
10976,romance,90
18898,"mystery, thriller, crime",39
16702,poetry,35
11506,"history, historical fiction, biography",33
19043,"history, historical fiction, biography",49
7974,young-adult,61
17046,fiction,38
11695,young-adult,26
1950,"comics, graphic",19
300,"comics, graphic",27
14563,children,38
10930,fiction,79
19082,children,96
8121,poetry,97
17058,"mystery, thriller, crime",84
16675,"history, historical fiction, biography",79
4714,romance,63
6531,fiction,94
2186,"history, historical fiction, biography",28
11715,young-adult,51
15308,"mystery, thriller, crime",89
14015,poetry,83
11235,"history, historical fiction, biography",68
17989,fiction,73
14003,young-adult,93
18447,"fantasy, paranormal",90
6543,"mystery, thriller, crime",43
14141,"history, historical fiction, biography",55
7682,children,89
19788,fiction,96
18616,"mystery, thriller, crime",57
751,"mystery, thriller, crime",38
9427,"fantasy, paranormal",88
9419,children,92
5445,children,45
776,"history, historical fiction, biography",59
2785,fiction,63
18550,young-adult,84
7598,"fantasy, paranormal",59
1342,"fantasy, paranormal",21
5431,young-adult,27
20039,"mystery, thriller, crime",65
7764,young-adult,36
3700,"comics, graphic",24
946,children,66
5423,romance,56
17348,"history, historical fiction, biography",60
17658,"comics, graphic",18
17659,"comics, graphic",22
19584,fiction,66
17663,young-adult,43
12947,"history, historical fiction, biography",18
12950,"comics, graphic",71
5988,"fantasy, paranormal",41
5414,children,33
19578,"history, historical fiction, biography",45
14930,"comics, graphic",82
5622,fiction,54
1320,"history, historical fiction, biography",23
16222,non-fiction,69
2576,poetry,73
9481,"history, historical fiction, biography",69
812,children,57
20002,"mystery, thriller, crime",23
1288,young-adult,41
5762,young-adult,37
15970,romance,23
7126,poetry,69
10167,"comics, graphic",26
10169,romance,63
5465,fiction,63
16212,romance,23
15971,poetry,84
